filename,eDim,tLag,rescale,radius,perc_recur,perc_determ,maxl_found,mean_line,std_line,count_line,entropy,laminarity,trapping_time,vmax,divergence,trend_lower_diag,trend_upper_diag
P006_T11_PC15, 4, 10, 1, 20.0, 0.864, 89.548, 29.00, 3.97, 2.89, 1998, 2.700, 0.958, 4.989, 32.00, 0.034, -1.019, 1.405
P006_T12_PC1, 4, 10, 1, 20.0, 0.905, 96.791, 42.00, 6.43, 5.76, 1441, 3.649, 0.985, 6.824, 26.00, 0.024, 0.009, -0.840
P006_T12_PC2, 4, 10, 1, 20.0, 0.760, 93.176, 30.00, 4.49, 3.60, 1668, 2.960, 0.984, 6.668, 44.00, 0.033, -0.261, -0.327
P006_T12_PC3, 4, 10, 1, 20.0, 0.411, 79.714, 26.00, 3.10, 2.13, 1118, 2.014, 0.942, 4.268, 15.00, 0.038, 0.310, -0.264
P006_T12_PC4, 4, 10, 1, 20.0, 0.547, 90.588, 31.00, 3.88, 3.12, 1350, 2.593, 0.963, 4.996, 34.00, 0.032, 2.325, 0.173
P006_T12_PC5, 4, 10, 1, 20.0, 0.503, 85.854, 18.00, 3.10, 1.64, 1472, 2.082, 0.966, 4.918, 34.00, 0.056, 1.662, -0.386
P006_T12_PC6, 4, 10, 1, 20.0, 0.645, 86.243, 16.00, 3.35, 1.72, 1755, 2.297, 0.966, 5.143, 44.00, 0.062, -0.038, -0.193
P006_T12_PC7, 4, 10, 1, 20.0, 0.596, 89.376, 28.00, 3.84, 3.01, 1465, 2.581, 0.953, 4.734, 23.00, 0.036, 0.465, -0.545
P006_T12_PC8, 4, 10, 1, 20.0, 0.468, 87.293, 19.00, 3.42, 2.11, 1261, 2.332, 0.932, 4.071, 18.00, 0.053, -0.163, 0.320
P006_T12_PC9, 4, 10, 1, 20.0, 0.397, 82.093, 32.00, 2.92, 1.73, 1178, 1.877, 0.931, 3.833, 18.00, 0.031, -0.092, -0.385
P006_T12_PC10, 4, 10, 1, 20.0, 0.491, 91.373, 30.00, 3.87, 3.11, 1226, 2.567, 0.944, 4.176, 13.00, 0.033, 0.079, 0.970
P006_T12_PC11, 4, 10, 1, 20.0, 0.553, 93.067, 35.00, 4.25, 4.33, 1279, 2.688, 0.969, 5.151, 30.00, 0.029, 0.920, -0.456
P006_T12_PC12, 4, 10, 1, 20.0, 0.569, 90.013, 22.00, 3.63, 2.61, 1490, 2.454, 0.958, 4.959, 27.00, 0.045, -0.145, -0.434
P006_T12_PC13, 4, 10, 1, 20.0, 0.673, 92.733, 24.00, 3.83, 2.51, 1722, 2.601, 0.952, 4.804, 37.00, 0.042, 0.282, 0.085
P006_T12_PC14, 4, 10, 1, 20.0, 0.652, 91.797, 34.00, 3.71, 2.89, 1705, 2.482, 0.956, 4.725, 21.00, 0.029, -0.482, 0.828
P006_T12_PC15, 4, 10, 1, 20.0, 0.496, 90.212, 53.00, 3.63, 3.12, 1302, 2.442, 0.965, 4.497, 19.00, 0.019, -0.073, -0.616
P006_T1_PC1, 4, 10, 1, 20.0, 13.093, 99.732, 129.00, 30.12, 32.61, 4511, 5.921, 0.999, 49.756, 359.00, 0.008, -18.856, -17.451
P006_T1_PC2, 4, 10, 1, 20.0, 2.294, 97.918, 73.00, 8.73, 8.43, 2678, 4.220, 0.995, 13.596, 83.00, 0.014, -5.449, 4.679
P006_T1_PC3, 4, 10, 1, 20.0, 3.661, 98.506, 99.00, 14.54, 17.92, 2581, 4.910, 0.996, 18.656, 131.00, 0.010, -6.640, -1.192
P006_T1_PC4, 4, 10, 1, 20.0, 2.188, 98.612, 65.00, 11.15, 12.63, 2014, 4.523, 0.997, 16.514, 76.00, 0.015, -3.251, 5.810
P006_T1_PC5, 4, 10, 1, 20.0, 0.468, 90.562, 23.00, 3.50, 1.96, 1261, 2.370, 0.983, 7.620, 61.00, 0.043, 1.144, -0.566
P006_T1_PC6, 4, 10, 1, 20.0, 2.489, 97.926, 81.00, 9.89, 11.70, 2564, 4.292, 0.991, 12.246, 69.00, 0.012, -2.541, -3.882
P006_T1_PC7, 4, 10, 1, 20.0, 1.081, 95.163, 50.00, 5.12, 4.74, 2090, 3.191, 0.985, 7.607, 53.00, 0.020, 3.437, -0.606
P006_T1_PC8, 4, 10, 1, 20.0, 0.526, 93.526, 33.00, 4.23, 4.16, 1210, 2.692, 0.984, 7.008, 136.00, 0.030, 0.056, 0.048
P006_T1_PC9, 4, 10, 1, 20.0, 0.812, 94.437, 26.00, 4.18, 3.15, 1907, 2.793, 0.987, 7.740, 112.00, 0.038, -1.624, -0.120
P006_T1_PC10, 4, 10, 1, 20.0, 0.426, 95.759, 20.00, 4.48, 2.84, 947, 2.917, 0.984, 7.406, 56.00, 0.050, -0.143, -0.204
P006_T1_PC11, 4, 10, 1, 20.0, 0.480, 92.857, 22.00, 4.26, 2.86, 1090, 2.864, 0.984, 7.586, 93.00, 0.045, -0.599, -0.920
P006_T1_PC12, 4, 10, 1, 20.0, 1.436, 95.174, 40.00, 4.59, 3.84, 3096, 2.988, 0.981, 6.705, 68.00, 0.025, -0.976, 0.909
P006_T1_PC13, 4, 10, 1, 20.0, 0.842, 93.246, 35.00, 4.39, 4.29, 1860, 2.820, 0.978, 6.785, 90.00, 0.029, -1.165, -0.786
P006_T1_PC14, 4, 10, 1, 20.0, 1.982, 98.642, 99.00, 8.09, 10.33, 2514, 3.912, 0.995, 14.788, 101.00, 0.010, -4.345, -1.471
P006_T1_PC15, 4, 10, 1, 20.0, 1.535, 96.843, 52.00, 5.93, 6.51, 2608, 3.408, 0.992, 9.661, 69.00, 0.019, -2.060, -2.598
P006_T2_PC1, 4, 10, 1, 20.0, 6.539, 97.541, 73.00, 5.86, 5.81, 11455, 3.441, 0.996, 14.498, 133.00, 0.014, -5.756, 35.658
P006_T2_PC2, 4, 10, 1, 20.0, 1.330, 96.093, 42.00, 4.82, 4.42, 2789, 3.050, 0.983, 6.499, 49.00, 0.024, -1.321, 0.569
P006_T2_PC3, 4, 10, 1, 20.0, 2.432, 97.472, 52.00, 6.16, 5.43, 4050, 3.587, 0.992, 9.510, 66.00, 0.019, 1.316, 3.177
P006_T2_PC4, 4, 10, 1, 20.0, 1.235, 93.284, 27.00, 4.20, 3.55, 2884, 2.782, 0.966, 4.988, 44.00, 0.037, -1.350, -0.951
P006_T2_PC5, 4, 10, 1, 20.0, 0.548, 81.154, 39.00, 3.67, 3.17, 1277, 2.441, 0.915, 3.379, 16.00, 0.026, -0.597, -0.506
P006_T2_PC6, 4, 10, 1, 20.0, 0.774, 93.755, 36.00, 4.18, 3.32, 1826, 2.787, 0.962, 4.716, 18.00, 0.028, 1.115, -0.277
P006_T2_PC7, 4, 10, 1, 20.0, 0.618, 88.026, 30.00, 3.46, 2.74, 1656, 2.299, 0.957, 4.709, 22.00, 0.033, 7.907, -0.377
P006_T2_PC8, 4, 10, 1, 20.0, 0.262, 66.920, 21.00, 2.66, 1.56, 696, 1.516, 0.782, 2.642, 9.00, 0.048, 0.012, -0.207
P006_T2_PC9, 4, 10, 1, 20.0, 0.234, 67.779, 15.00, 2.54, 1.08, 657, 1.408, 0.778, 2.653, 8.00, 0.067, 0.047, -0.211
P006_T2_PC10, 4, 10, 1, 20.0, 0.276, 87.534, 16.00, 3.19, 1.84, 796, 2.139, 0.934, 3.440, 14.00, 0.062, 0.345, 0.033
P006_T2_PC11, 4, 10, 1, 20.0, 0.334, 81.344, 18.00, 3.08, 1.83, 927, 2.041, 0.924, 3.396, 11.00, 0.056, -0.200, 0.715
P006_T2_PC12, 4, 10, 1, 20.0, 0.603, 90.724, 32.00, 3.49, 2.44, 1653, 2.362, 0.956, 4.140, 19.00, 0.031, 0.057, -0.284
P006_T2_PC13, 4, 10, 1, 20.0, 0.578, 82.840, 30.00, 3.23, 2.38, 1562, 2.128, 0.917, 4.049, 30.00, 0.033, -0.367, 0.787
P006_T2_PC14, 4, 10, 1, 20.0, 0.343, 87.054, 28.00, 3.46, 2.32, 909, 2.354, 0.937, 3.913, 12.00, 0.036, -0.230, -0.109
P006_T2_PC15, 4, 10, 1, 20.0, 0.336, 72.930, 13.00, 2.67, 1.25, 965, 1.598, 0.894, 3.388, 11.00, 0.077, 0.562, 0.033
P006_T3_PC1, 4, 10, 1, 20.0, 0.615, 93.308, 29.00, 3.89, 2.95, 1552, 2.609, 0.959, 4.290, 23.00, 0.034, 1.292, 0.180
P006_T3_PC2, 4, 10, 1, 20.0, 0.787, 94.072, 32.00, 4.60, 4.21, 1693, 2.920, 0.974, 6.001, 48.00, 0.031, 0.820, -1.105
P006_T3_PC3, 4, 10, 1, 20.0, 0.621, 94.657, 32.00, 4.58, 3.82, 1349, 2.992, 0.970, 5.270, 20.00, 0.031, 0.106, -0.263
P006_T3_PC4, 4, 10, 1, 20.0, 0.585, 88.636, 24.00, 3.25, 2.08, 1679, 2.173, 0.939, 3.824, 24.00, 0.042, 0.221, 4.454
P006_T3_PC5, 4, 10, 1, 20.0, 0.504, 88.066, 23.00, 3.28, 1.68, 1422, 2.232, 0.938, 4.270, 26.00, 0.043, 0.447, 4.349
P006_T3_PC6, 4, 10, 1, 20.0, 0.378, 91.046, 22.00, 3.72, 2.49, 973, 2.525, 0.941, 3.800, 12.00, 0.045, -0.135, -0.030
P006_T3_PC7, 4, 10, 1, 20.0, 0.482, 91.036, 16.00, 3.64, 2.04, 1271, 2.505, 0.926, 3.918, 19.00, 0.062, 0.980, -0.518
P006_T3_PC8, 4, 10, 1, 20.0, 0.503, 91.372, 21.00, 3.86, 2.72, 1255, 2.620, 0.936, 4.098, 29.00, 0.048, -0.364, -0.551
P006_T3_PC9, 4, 10, 1, 20.0, 0.609, 90.089, 36.00, 4.44, 4.59, 1299, 2.774, 0.930, 4.839, 25.00, 0.028, 0.324, 0.386
P006_T3_PC10, 4, 10, 1, 20.0, 0.520, 93.950, 31.00, 4.37, 3.33, 1175, 2.894, 0.961, 4.706, 21.00, 0.032, 3.360, 0.006
P006_T3_PC11, 4, 10, 1, 20.0, 0.478, 91.860, 37.00, 4.38, 4.54, 1057, 2.769, 0.953, 5.350, 27.00, 0.027, 0.403, -0.368
P006_T3_PC12, 4, 10, 1, 20.0, 0.460, 90.721, 20.00, 4.13, 2.72, 1063, 2.796, 0.937, 4.525, 24.00, 0.050, -0.409, -0.303
P006_T3_PC13, 4, 10, 1, 20.0, 0.421, 85.885, 18.00, 3.12, 1.59, 1218, 2.096, 0.905, 3.465, 11.00, 0.056, -0.282, -0.083
P006_T3_PC14, 4, 10, 1, 20.0, 0.535, 89.374, 30.00, 4.00, 3.02, 1261, 2.686, 0.915, 4.360, 16.00, 0.033, 0.634, 0.097
P006_T3_PC15, 4, 10, 1, 20.0, 0.848, 92.462, 26.00, 4.52, 3.77, 1827, 2.940, 0.951, 5.379, 31.00, 0.038, 1.885, 1.210
P006_T4_PC1, 4, 10, 1, 20.0, 0.870, 89.036, 20.00, 3.58, 2.42, 2220, 2.452, 0.912, 3.637, 13.00, 0.050, -0.258, -0.784
P006_T4_PC2, 4, 10, 1, 20.0, 0.469, 89.782, 24.00, 3.57, 2.89, 1211, 2.336, 0.921, 3.547, 16.00, 0.042, 1.449, 0.095
P006_T4_PC3, 4, 10, 1, 20.0, 0.821, 88.230, 17.00, 3.02, 1.54, 2463, 1.988, 0.906, 3.080, 12.00, 0.059, -0.322, -0.243
P006_T4_PC4, 4, 10, 1, 20.0, 0.539, 83.445, 22.00, 3.07, 1.88, 1505, 2.011, 0.862, 3.103, 10.00, 0.045, -0.032, -0.193
P006_T4_PC5, 4, 10, 1, 20.0, 0.728, 86.030, 28.00, 3.71, 2.69, 1733, 2.516, 0.927, 3.717, 23.00, 0.036, 0.185, -0.167
P006_T4_PC6, 4, 10, 1, 20.0, 0.523, 88.624, 27.00, 3.83, 3.25, 1242, 2.544, 0.964, 4.776, 22.00, 0.037, -0.819, 0.030
P006_T4_PC7, 4, 10, 1, 20.0, 0.339, 77.405, 24.00, 2.79, 1.46, 965, 1.747, 0.899, 3.386, 15.00, 0.042, 0.060, 1.120
P006_T4_PC8, 4, 10, 1, 20.0, 0.322, 70.179, 14.00, 2.54, 1.25, 911, 1.382, 0.751, 2.520, 10.00, 0.071, -0.113, -0.229
P006_T4_PC9, 4, 10, 1, 20.0, 0.281, 71.627, 19.00, 2.86, 1.99, 721, 1.731, 0.784, 3.200, 17.00, 0.053, -0.271, -0.394
P006_T4_PC10, 4, 10, 1, 20.0, 0.296, 81.666, 15.00, 3.18, 1.62, 781, 2.154, 0.926, 3.642, 20.00, 0.067, -0.259, 0.104
P006_T4_PC11, 4, 10, 1, 20.0, 0.322, 81.084, 19.00, 3.34, 2.30, 801, 2.238, 0.948, 4.367, 15.00, 0.053, -0.000, -0.374
P006_T4_PC12, 4, 10, 1, 20.0, 0.819, 92.341, 30.00, 4.00, 3.24, 1943, 2.688, 0.970, 5.677, 36.00, 0.033, 0.864, 1.053
P006_T4_PC13, 4, 10, 1, 20.0, 0.566, 81.502, 27.00, 3.16, 2.04, 1497, 2.106, 0.852, 3.426, 13.00, 0.037, -0.455, -0.543
P006_T4_PC14, 4, 10, 1, 20.0, 0.317, 76.708, 16.00, 2.83, 1.50, 880, 1.777, 0.832, 3.017, 12.00, 0.062, 0.024, 4.179
P006_T4_PC15, 4, 10, 1, 20.0, 0.567, 79.711, 30.00, 3.32, 2.48, 1396, 2.196, 0.888, 3.796, 14.00, 0.033, -0.362, 0.280
P006_T5_PC1, 4, 10, 1, 20.0, 0.516, 89.674, 25.00, 3.54, 2.61, 1382, 2.382, 0.942, 4.050, 29.00, 0.040, -0.324, 0.306
P006_T5_PC2, 4, 10, 1, 20.0, 0.520, 90.622, 27.00, 3.58, 2.49, 1392, 2.414, 0.947, 4.422, 23.00, 0.037, 0.281, -0.464
P006_T5_PC3, 4, 10, 1, 20.0, 0.732, 94.294, 32.00, 4.30, 3.56, 1697, 2.844, 0.960, 4.719, 32.00, 0.031, -0.140, -0.466
P006_T5_PC4, 4, 10, 1, 20.0, 0.224, 83.319, 15.00, 3.27, 2.10, 604, 2.153, 0.880, 3.507, 14.00, 0.067, 0.669, -0.160
P006_T5_PC5, 4, 10, 1, 20.0, 0.380, 77.242, 18.00, 2.86, 1.39, 1086, 1.826, 0.919, 3.366, 18.00, 0.056, -0.239, -0.245
P006_T5_PC6, 4, 10, 1, 20.0, 0.625, 93.021, 39.00, 3.94, 3.20, 1562, 2.615, 0.960, 4.090, 13.00, 0.026, 0.545, 1.483
P006_T5_PC7, 4, 10, 1, 20.0, 0.353, 85.726, 14.00, 3.13, 1.64, 1022, 2.089, 0.893, 3.215, 12.00, 0.071, 0.740, 0.104
P006_T5_PC8, 4, 10, 1, 20.0, 0.696, 92.009, 35.00, 4.13, 3.57, 1643, 2.737, 0.946, 4.440, 25.00, 0.029, -1.195, -0.680
P006_T5_PC9, 4, 10, 1, 20.0, 0.430, 84.421, 24.00, 3.39, 2.39, 1134, 2.281, 0.907, 3.685, 15.00, 0.042, -0.034, -0.192
P006_T5_PC10, 4, 10, 1, 20.0, 0.446, 90.504, 28.00, 3.72, 2.99, 1147, 2.485, 0.947, 3.995, 31.00, 0.036, -0.086, -0.248
P006_T5_PC11, 4, 10, 1, 20.0, 0.351, 89.158, 25.00, 3.50, 2.39, 947, 2.368, 0.941, 3.819, 13.00, 0.040, -0.236, 0.511
P006_T5_PC12, 4, 10, 1, 20.0, 0.431, 87.267, 26.00, 3.55, 2.25, 1122, 2.430, 0.924, 4.118, 14.00, 0.038, 0.473, -0.067
P006_T5_PC13, 4, 10, 1, 20.0, 0.422, 85.199, 28.00, 3.12, 1.99, 1221, 2.062, 0.908, 3.816, 18.00, 0.036, -0.256, 0.112
P006_T5_PC14, 4, 10, 1, 20.0, 0.424, 88.073, 32.00, 3.59, 2.83, 1101, 2.402, 0.903, 3.875, 18.00, 0.031, -0.562, -0.344
P006_T5_PC15, 4, 10, 1, 20.0, 0.534, 87.237, 17.00, 3.33, 2.00, 1479, 2.267, 0.947, 4.471, 21.00, 0.059, -0.054, -0.290
P006_T6_PC1, 4, 10, 1, 20.0, 0.790, 92.848, 24.00, 3.93, 2.81, 1998, 2.656, 0.965, 5.099, 47.00, 0.042, -1.122, 0.336
P006_T6_PC2, 4, 10, 1, 20.0, 0.481, 94.024, 46.00, 4.34, 3.74, 1117, 2.831, 0.981, 5.298, 25.00, 0.022, -0.295, -0.234
P006_T6_PC3, 4, 10, 1, 20.0, 0.626, 93.319, 31.00, 3.99, 2.91, 1567, 2.691, 0.969, 5.029, 20.00, 0.032, 3.219, -0.275
P006_T6_PC4, 4, 10, 1, 20.0, 0.447, 91.583, 42.00, 3.74, 2.94, 1174, 2.526, 0.967, 4.577, 18.00, 0.024, -0.307, 0.008
P006_T6_PC5, 4, 10, 1, 20.0, 0.406, 83.909, 20.00, 3.19, 2.08, 1141, 2.126, 0.919, 3.528, 17.00, 0.050, -0.148, -0.221
P006_T6_PC6, 4, 10, 1, 20.0, 0.724, 95.317, 37.00, 4.48, 3.78, 1649, 2.912, 0.982, 5.867, 36.00, 0.027, -1.174, -1.114
P006_T6_PC7, 4, 10, 1, 20.0, 0.739, 92.327, 24.00, 3.69, 2.47, 1977, 2.521, 0.949, 4.124, 23.00, 0.042, -1.516, -0.932
P006_T6_PC8, 4, 10, 1, 20.0, 0.327, 86.282, 13.00, 2.94, 1.39, 1027, 1.924, 0.901, 2.999, 10.00, 0.077, 0.128, 0.081
P006_T6_PC9, 4, 10, 1, 20.0, 0.426, 89.568, 29.00, 3.58, 2.80, 1142, 2.385, 0.949, 4.452, 21.00, 0.034, -0.647, 0.338
P006_T6_PC10, 4, 10, 1, 20.0, 0.347, 91.007, 22.00, 3.66, 2.47, 923, 2.494, 0.935, 3.416, 13.00, 0.045, -0.101, -0.054
P006_T6_PC11, 4, 10, 1, 20.0, 0.379, 88.211, 24.00, 3.17, 2.05, 1132, 2.091, 0.934, 3.768, 14.00, 0.042, -0.104, -0.076
P006_T6_PC12, 4, 10, 1, 20.0, 0.567, 89.425, 34.00, 3.61, 3.06, 1502, 2.402, 0.929, 4.006, 18.00, 0.029, 0.615, -0.027
P006_T6_PC13, 4, 10, 1, 20.0, 0.450, 89.106, 19.00, 3.38, 2.11, 1272, 2.302, 0.948, 4.237, 32.00, 0.053, -0.226, 1.313
P006_T6_PC14, 4, 10, 1, 20.0, 1.101, 94.786, 31.00, 4.14, 3.06, 2701, 2.781, 0.975, 5.382, 26.00, 0.032, 2.822, 2.905
P006_T6_PC15, 4, 10, 1, 20.0, 0.573, 89.443, 36.00, 3.63, 3.08, 1511, 2.429, 0.947, 4.389, 30.00, 0.028, 0.300, 4.163
P006_T7_PC1, 4, 10, 1, 20.0, 0.764, 95.511, 36.00, 4.35, 3.93, 1741, 2.837, 0.958, 4.515, 32.00, 0.028, 0.188, -0.361
P006_T7_PC2, 4, 10, 1, 20.0, 1.231, 97.528, 51.00, 7.05, 7.00, 1769, 3.781, 0.984, 7.376, 26.00, 0.020, -1.862, -1.819
P006_T7_PC3, 4, 10, 1, 20.0, 0.559, 93.833, 35.00, 4.32, 3.58, 1261, 2.837, 0.951, 4.272, 22.00, 0.029, -0.155, -0.265
P006_T7_PC4, 4, 10, 1, 20.0, 0.708, 94.518, 43.00, 4.70, 4.31, 1477, 3.008, 0.963, 5.510, 31.00, 0.023, -0.536, -1.201
P006_T7_PC5, 4, 10, 1, 20.0, 0.420, 85.767, 21.00, 3.21, 1.99, 1166, 2.148, 0.923, 3.779, 28.00, 0.048, 0.222, -0.395
P006_T7_PC6, 4, 10, 1, 20.0, 0.905, 96.074, 36.00, 5.24, 4.64, 1722, 3.245, 0.981, 5.839, 26.00, 0.028, 0.662, -1.292
P006_T7_PC7, 4, 10, 1, 20.0, 0.370, 90.351, 19.00, 3.57, 2.29, 972, 2.437, 0.926, 3.498, 14.00, 0.053, -0.396, -0.392
P006_T7_PC8, 4, 10, 1, 20.0, 0.368, 84.736, 15.00, 3.34, 1.91, 971, 2.284, 0.870, 3.564, 14.00, 0.067, 0.617, 0.130
P006_T7_PC9, 4, 10, 1, 20.0, 0.349, 84.807, 17.00, 3.04, 1.64, 1010, 2.015, 0.909, 3.518, 16.00, 0.059, -0.028, 0.281
P006_T7_PC10, 4, 10, 1, 20.0, 0.651, 90.363, 34.00, 3.68, 2.98, 1657, 2.473, 0.929, 4.006, 27.00, 0.029, -0.388, -0.491
P006_T7_PC11, 4, 10, 1, 20.0, 0.404, 91.710, 21.00, 3.79, 2.61, 1017, 2.548, 0.957, 5.087, 24.00, 0.048, -0.165, -0.299
P006_T7_PC12, 4, 10, 1, 20.0, 0.611, 89.946, 24.00, 3.57, 2.30, 1601, 2.438, 0.957, 4.170, 25.00, 0.042, 0.292, 0.841
P006_T7_PC13, 4, 10, 1, 20.0, 0.490, 90.118, 42.00, 3.66, 3.17, 1254, 2.437, 0.947, 3.956, 16.00, 0.024, -0.228, 0.039
P006_T7_PC14, 4, 10, 1, 20.0, 1.480, 96.116, 34.00, 5.13, 4.49, 2882, 3.190, 0.972, 5.703, 25.00, 0.029, -1.613, -2.442
P006_T7_PC15, 4, 10, 1, 20.0, 0.537, 91.898, 27.00, 3.87, 3.33, 1326, 2.533, 0.948, 4.380, 38.00, 0.037, 0.366, -0.990
P006_T8_PC1, 4, 10, 1, 20.0, 4.463, 98.546, 90.00, 12.82, 14.19, 3548, 4.761, 0.995, 15.416, 112.00, 0.011, -1.317, -9.183
P006_T8_PC2, 4, 10, 1, 20.0, 2.553, 97.860, 157.00, 9.06, 16.98, 2853, 3.820, 0.988, 11.235, 99.00, 0.006, -4.273, -7.144
P006_T8_PC3, 4, 10, 1, 20.0, 0.726, 83.236, 30.00, 3.43, 2.69, 1821, 2.286, 0.913, 4.915, 46.00, 0.033, 1.029, -0.081
P006_T8_PC4, 4, 10, 1, 20.0, 1.310, 93.835, 72.00, 5.17, 6.01, 2457, 3.154, 0.966, 6.364, 26.00, 0.014, -1.540, -1.572
P006_T8_PC5, 4, 10, 1, 20.0, 0.897, 91.860, 23.00, 4.72, 3.57, 1805, 3.081, 0.976, 6.131, 70.00, 0.043, -0.692, 0.878
P006_T8_PC6, 4, 10, 1, 20.0, 0.565, 84.793, 20.00, 3.16, 1.96, 1571, 2.101, 0.946, 5.339, 25.00, 0.050, -0.394, -0.723
P006_T8_PC7, 4, 10, 1, 20.0, 1.149, 95.051, 37.00, 4.89, 4.49, 2311, 3.100, 0.983, 7.606, 59.00, 0.027, 0.006, -1.610
P006_T8_PC8, 4, 10, 1, 20.0, 1.294, 92.266, 28.00, 4.05, 3.41, 3047, 2.686, 0.951, 4.571, 27.00, 0.036, -0.217, 1.026
P006_T8_PC9, 4, 10, 1, 20.0, 0.526, 85.449, 31.00, 3.56, 2.87, 1306, 2.372, 0.957, 4.751, 44.00, 0.032, -0.253, -0.220
P006_T8_PC10, 4, 10, 1, 20.0, 0.857, 91.638, 44.00, 4.61, 4.11, 1763, 2.982, 0.968, 5.337, 25.00, 0.023, -1.200, 0.404
P006_T8_PC11, 4, 10, 1, 20.0, 0.500, 85.960, 30.00, 3.68, 3.13, 1207, 2.455, 0.964, 5.809, 31.00, 0.033, -0.583, -0.058
P006_T8_PC12, 4, 10, 1, 20.0, 1.341, 94.961, 54.00, 4.89, 5.04, 2691, 3.050, 0.983, 7.356, 40.00, 0.019, -1.122, -0.439
P006_T8_PC13, 4, 10, 1, 20.0, 0.921, 94.720, 46.00, 4.41, 4.11, 2044, 2.868, 0.976, 6.697, 76.00, 0.022, -0.964, -1.704
P006_T8_PC14, 4, 10, 1, 20.0, 0.587, 88.940, 21.00, 3.63, 2.84, 1486, 2.425, 0.942, 4.484, 48.00, 0.048, -0.219, -1.275
P006_T8_PC15, 4, 10, 1, 20.0, 0.962, 91.855, 29.00, 4.06, 3.07, 2249, 2.743, 0.962, 5.844, 62.00, 0.034, -0.988, -0.682
P006_T9_PC1, 4, 10, 1, 20.0, 1.162, 97.584, 81.00, 7.95, 8.41, 1478, 3.979, 0.986, 7.484, 41.00, 0.012, 3.502, -1.033
P006_T9_PC2, 4, 10, 1, 20.0, 0.575, 92.048, 34.00, 4.33, 3.81, 1267, 2.841, 0.957, 5.272, 25.00, 0.029, -1.121, -0.577
P006_T9_PC3, 4, 10, 1, 20.0, 0.604, 85.121, 17.00, 3.33, 2.09, 1602, 2.264, 0.923, 4.265, 26.00, 0.059, -0.337, -0.559
P006_T9_PC4, 4, 10, 1, 20.0, 0.969, 88.344, 30.00, 3.54, 2.68, 2507, 2.391, 0.933, 4.323, 22.00, 0.033, -0.775, -0.289
P006_T9_PC5, 4, 10, 1, 20.0, 0.664, 83.512, 20.00, 3.46, 2.28, 1663, 2.327, 0.963, 4.795, 76.00, 0.050, 3.509, 0.379
P006_T9_PC6, 4, 10, 1, 20.0, 0.370, 72.535, 13.00, 2.70, 1.21, 1030, 1.642, 0.849, 3.391, 16.00, 0.077, 0.200, -0.378
P006_T9_PC7, 4, 10, 1, 20.0, 0.398, 87.116, 19.00, 3.30, 1.80, 1089, 2.249, 0.915, 3.624, 13.00, 0.053, -0.166, -0.147
P006_T9_PC8, 4, 10, 1, 20.0, 0.373, 83.282, 15.00, 2.85, 1.20, 1130, 1.828, 0.918, 3.369, 18.00, 0.067, 0.273, -0.117
P006_T9_PC9, 4, 10, 1, 20.0, 0.355, 86.281, 24.00, 3.37, 2.29, 942, 2.280, 0.936, 4.073, 22.00, 0.042, 1.399, -0.360
P006_T9_PC10, 4, 10, 1, 20.0, 0.446, 86.358, 23.00, 3.29, 1.94, 1212, 2.234, 0.960, 4.039, 15.00, 0.043, 0.876, 0.001
P006_T9_PC11, 4, 10, 1, 20.0, 1.166, 93.155, 32.00, 4.05, 3.56, 2776, 2.682, 0.982, 6.642, 48.00, 0.031, 1.651, -0.494
P006_T9_PC12, 4, 10, 1, 20.0, 0.461, 84.251, 29.00, 3.33, 2.48, 1209, 2.214, 0.934, 3.950, 23.00, 0.034, -0.045, -0.149
P006_T9_PC13, 4, 10, 1, 20.0, 0.600, 88.005, 16.00, 3.17, 1.59, 1727, 2.128, 0.936, 3.838, 14.00, 0.062, -0.675, 0.192
P006_T9_PC14, 4, 10, 1, 20.0, 0.523, 88.938, 44.00, 3.55, 3.02, 1355, 2.366, 0.948, 4.303, 33.00, 0.023, 0.027, -0.346
P006_T9_PC15, 4, 10, 1, 20.0, 0.543, 84.737, 28.00, 3.30, 2.26, 1443, 2.221, 0.936, 3.870, 17.00, 0.036, -0.561, -0.071
P007_T10_PC1, 4, 10, 1, 20.0, 5.049, 98.860, 148.00, 12.84, 17.72, 4109, 4.719, 0.995, 19.145, 108.00, 0.007, -11.584, -7.462
P007_T10_PC2, 4, 10, 1, 20.0, 2.468, 98.420, 110.00, 11.16, 11.76, 2300, 4.598, 0.991, 15.450, 83.00, 0.009, 0.352, 0.240
P007_T10_PC3, 4, 10, 1, 20.0, 3.768, 98.626, 81.00, 11.49, 13.47, 3418, 4.458, 0.991, 16.762, 185.00, 0.012, 28.425, 26.806
P007_T10_PC4, 4, 10, 1, 20.0, 0.558, 92.464, 32.00, 4.32, 4.38, 1260, 2.762, 0.959, 5.634, 51.00, 0.031, 0.669, -0.205
P007_T10_PC5, 4, 10, 1, 20.0, 6.283, 99.116, 102.00, 13.93, 16.23, 4725, 4.787, 0.995, 18.035, 134.00, 0.010, -12.535, -6.943
P007_T10_PC6, 4, 10, 1, 20.0, 3.198, 97.709, 65.00, 9.01, 11.16, 3664, 4.091, 0.986, 12.992, 100.00, 0.015, -1.996, 28.216
P007_T10_PC7, 4, 10, 1, 20.0, 0.984, 90.816, 34.00, 4.82, 5.09, 1958, 2.911, 0.940, 5.811, 33.00, 0.029, 0.573, 1.430
